code commune INSEE;nom de la commune;code postal;libellé d'acheminement
76590;ST JACQUES D ALIERMONT                ;76510;ST JACQUES D ALIERMONT                
76591;ST JACQUES SUR DARNETAL               ;76160;ST JACQUES SUR DARNETAL               
76592;ST JEAN DE FOLLEVILLE                 ;76170;ST JEAN DE FOLLEVILLE                 
76593;ST JEAN DE LA NEUVILLE                ;76210;ST JEAN DE LA NEUVILLE                
76594;ST JEAN DU CARDONNAY                  ;76150;ST JEAN DU CARDONNAY                  
76595;ST JOUIN BRUNEVAL                     ;76280;ST JOUIN BRUNEVAL                     
76596;ST LAURENT DE BREVEDENT               ;76700;ST LAURENT DE BREVEDENT               
76597;ST LAURENT EN CAUX                    ;76560;ST LAURENT EN CAUX                    
76598;ST LEGER AUX BOIS                     ;76340;ST LEGER AUX BOIS                     
76599;ST LEGER DU BOURG DENIS               ;76160;ST LEGER DU BOURG DENIS               
76600;ST LEONARD                            ;76400;ST LEONARD                            
76602;ST MACLOU DE FOLLEVILLE               ;76890;ST MACLOU DE FOLLEVILLE               
76603;ST MACLOU LA BRIERE                   ;76110;ST MACLOU LA BRIERE                   
76604;ST MARDS                              ;76730;ST MARDS                              
76605;STE MARGUERITE SUR MER                ;76119;STE MARGUERITE SUR MER                
76606;MORIENNE                              ;76390;MORIENNE                              
76607;STE MARGUERITE SUR FAUVILLE           ;76640;STE MARGUERITE SUR FAUVILLE           
76608;STE MARGUERITE SUR DUCLAIR            ;76480;STE MARGUERITE SUR DUCLAIR            
76609;STE MARIE AU BOSC                     ;76280;STE MARIE AU BOSC                     
76610;STE MARIE DES CHAMPS                  ;76190;STE MARIE DES CHAMPS                  
76611;ST MARTIN AUX ARBRES                  ;76760;ST MARTIN AUX ARBRES                  
76612;ST MARTIN AU BOSC                     ;76340;ST MARTIN AU BOSC                     
76613;ST MARTIN AUX BUNEAUX                 ;76450;ST MARTIN AUX BUNEAUX                 
76613;ST MARTIN AUX BUNEAUX                 ;76540;ST MARTIN AUX BUNEAUX                 
76614;ST MARTIN DE BOSCHERVILLE             ;76840;ST MARTIN DE BOSCHERVILLE             
76615;ST MARTIN DU BEC                      ;76133;ST MARTIN DU BEC                      
76616;ST MARTIN DU MANOIR                   ;76290;ST MARTIN DU MANOIR                   
76617;ST MARTIN DU VIVIER                   ;76160;ST MARTIN DU VIVIER                   
76618;ST MARTIN EN CAMPAGNE                 ;76370;ST MARTIN EN CAMPAGNE                 
76619;ST MARTIN LE GAILLARD                 ;76260;ST MARTIN LE GAILLARD                 
76620;ST MARTIN L HORTIER                   ;76270;ST MARTIN L HORTIER                   
76621;ST MARTIN OSMONVILLE                  ;76680;ST MARTIN OSMONVILLE                  
76622;ST MAURICE D ETELAN                   ;76330;ST MAURICE D ETELAN                   
76623;ST MICHEL D HALESCOURT                ;76440;ST MICHEL D HALESCOURT                
76624;ST NICOLAS D ALIERMONT                ;76510;ST NICOLAS D ALIERMONT                
76625;ST NICOLAS DE BLIQUETUIT              ;76940;ST NICOLAS DE BLIQUETUIT              
76626;ST NICOLAS DE LA HAIE                 ;76490;ST NICOLAS DE LA HAIE                 
76627;ST NICOLAS DE LA TAILLE               ;76170;ST NICOLAS DE LA TAILLE               
76628;ST OUEN DU BREUIL                     ;76890;ST OUEN DU BREUIL                     
76629;ST OUEN LE MAUGER                     ;76730;ST OUEN LE MAUGER                     
76630;ST OUEN SOUS BAILLY                   ;76630;ST OUEN SOUS BAILLY                   
76631;ST PAER                               ;76480;ST PAER                               
76632;ST PIERRE BENOUVILLE                  ;76890;ST PIERRE BENOUVILLE                  
76634;ST PIERRE DE MANNEVILLE               ;76113;ST PIERRE DE MANNEVILLE               
76635;ST PIERRE DES JONQUIERES              ;76660;ST PIERRE DES JONQUIERES              
76636;ST PIERRE DE VARENGEVILLE             ;76480;ST PIERRE DE VARENGEVILLE             
76637;ST PIERRE EN PORT                     ;76540;ST PIERRE EN PORT                     
76638;ST PIERRE EN VAL                      ;76260;ST PIERRE EN VAL                      
76639;ST PIERRE LAVIS                       ;76640;ST PIERRE LAVIS                       
76640;ST PIERRE LES ELBEUF                  ;76320;ST PIERRE LES ELBEUF                  
76641;ST PIERRE LE VIEUX                    ;76740;ST PIERRE LE VIEUX                    
76642;ST PIERRE LE VIGER                    ;76740;ST PIERRE LE VIGER                    
76643;ST QUENTIN AU BOSC                    ;76630;ST QUENTIN AU BOSC                    
76644;ST REMY BOSCROCOURT                   ;76260;ST REMY BOSCROCOURT                   
76645;ST RIQUIER EN RIVIERE                 ;76340;ST RIQUIER EN RIVIERE                 
76646;ST RIQUIER ES PLAINS                  ;76460;ST RIQUIER ES PLAINS                  
76647;ST ROMAIN DE COLBOSC                  ;76430;ST ROMAIN DE COLBOSC                  
76648;ST SAENS                              ;76680;ST SAENS                              
76649;ST SAIRE                              ;76270;ST SAIRE                              
76650;ST SAUVEUR D EMALLEVILLE              ;76110;ST SAUVEUR D EMALLEVILLE              
76651;ST SYLVAIN                            ;76460;ST SYLVAIN                            
76652;ST VAAST D EQUIQUEVILLE               ;76510;ST VAAST D EQUIQUEVILLE               
76653;ST VAAST DIEPPEDALLE                  ;76450;ST VAAST DIEPPEDALLE                  
76654;ST VAAST DU VAL                       ;76890;ST VAAST DU VAL                       
76655;ST VALERY EN CAUX                     ;76460;ST VALERY EN CAUX                     
76656;ST VICTOR L ABBAYE                    ;76890;ST VICTOR L ABBAYE                    
